date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2023-01-01,2023,1,6,1511.9287167868426,435.22639254174175,117,272.06270163981816,155,120,13.307414754121542,8,5,9,24.2,59,105.54,7.23,576,3456,12596,28.8,8570352,627139,14.7741,14.4891,0.005735,0.284932,0.019286,150,6.634413941778695,32447296
2023-01-02,2023,1,0,2526.6283354024054,588.0911704429061,175,311.46112036148486,252,175,10.796692943955014,8,3,3,21.6,46,102.41,8.1,608,4864,9722,30.7,7017176,636868,21.8593,21.5743,0.008236,0.284932,0.013035,150,13.909843737614876,25802188
2023-01-03,2023,1,1,2234.141739152038,570.3636473321109,178,280.0165914383177,219,204,6.352555009223628,8,4,23,40.6,54,108.6,6.83,623,7476,12480,25.8,9452908,741338,19.4837,19.1988,0.007016,0.284932,0.014624,150,8.187410645382394,34656960
2023-01-04,2023,1,2,1947.1586675277424,523.5350142422693,147,215.77883406489485,207,155,9.160891893848788,8,1,30,24.8,66,92.05,6.58,547,3829,12180,30.8,5257142,765362,20.2251,19.9401,0.009333,0.284932,0.014088,150,11.697818669806836,26394060
2023-01-05,2023,1,3,2345.7240039794638,589.8741646034616,170,309.2712209938702,244,145,11.539158544649856,8,5,15,27.3,61,85.09,8.62,577,4039,11665,20.4,9264501,576512,23.0631,22.7781,0.008118,0.284932,0.012354,150,9.50082906684351,33140265
2023-01-06,2023,1,4,1879.8711606094607,486.85243520417566,178,213.70922587489076,215,116,6.327864023213453,8,4,15,22.2,47,88.62,7.72,617,6170,10325,22.6,7362387,554913,20.8237,20.5387,0.009342,0.284932,0.013683,150,6.925008676969604,23014425
2023-01-07,2023,1,5,1600.3699062729952,428.88642125916897,127,239.63912887144423,182,116,9.93800577192394,8,2,8,36.8,54,80.79,6.61,573,3438,10932,20.4,7042729,704869,16.6614,16.3765,0.007123,0.284932,0.017101,150,13.990970919545118,25569948
2023-01-08,2023,1,6,1274.4660417366356,329.5695698624699,111,165.68399367287762,135,64,3.252457150622309,8,2,8,36.3,45,107.9,7.83,621,2235,8406,28.2,4806300,542368,13.6958,13.4109,0.007908,0.284932,0.020804,150,7.154322796669542,14559192
2023-01-09,2023,1,0,1906.1886478896104,553.0500366408872,155,247.66865677369796,226,92,9.399965521113948,8,4,3,38.2,43,94.53,9.06,551,3306,11917,31.1,8057376,804283,19.3226,19.0377,0.007971,0.284932,0.014746,150,14.90574902899742,28886808
2023-01-10,2023,1,1,2244.256926631456,612.4439401835508,157,280.9124515426547,205,89,12.636587191210184,8,4,8,30.9,55,91.33,7.63,632,4424,15163,31.8,5533936,706215,20.6687,20.3838,0.008228,0.284932,0.013786,150,11.821777969365453,38089456
2023-01-11,2023,1,2,1711.5759692363176,490.2152892067506,153,213.1838947132366,193,92,6.9984611900810005,8,3,19,20.7,58,104.18,9.44,645,6450,13649,28.2,6196608,747155,19.8595,19.5746,0.008358,0.284932,0.014347,150,10.865735771800855,32430024
2023-01-12,2023,1,3,2168.364331222683,577.6094282824357,152,250.51410834099607,198,94,11.91882924887323,8,0,26,22.3,52,97.3,7.6,642,5136,12425,24.8,6653064,821785,19.7608,19.4759,0.008625,0.284932,0.014419,150,11.802972075994935,28465675
2023-01-13,2023,1,4,1919.3200054572512,475.26894009398006,144,190.6115157750948,217,69,5.376762889673581,8,2,14,37.5,52,96.32,7.16,573,4011,7621,29.2,5716896,734980,17.3823,17.0974,0.009614,0.284932,0.016392,150,9.066543249540064,13778768
2023-01-14,2023,1,5,1468.2441686995558,412.5052936047057,141,249.7671417060504,190,175,5.770515403297276,8,4,6,19.7,43,105.6,8.67,563,2702,11159,29.6,7715687,606025,15.7588,15.4739,0.006068,0.284932,0.018081,150,14.945430525656398,28979923
2023-01-15,2023,1,6,1633.9013222967271,476.9893852239288,132,309.512921198707,198,208,8.379731986636287,8,2,5,33.1,59,86.52,7.69,574,2410,14578,29.7,9619659,585240,15.6206,15.3356,0.005422,0.284932,0.018241,150,8.33131606831003,41999218
2023-01-16,2023,1,0,2220.39814153355,599.598133437353,177,283.0361025508602,223,186,9.267922416124565,8,5,13,27.3,49,87.59,8.04,650,7800,10701,28.7,6862950,842971,21.1386,20.8537,0.007777,0.284932,0.013479,150,5.713573240983356,29085318
2023-01-17,2023,1,1,2240.2527747629065,603.4246520844782,159,281.626776839932,195,97,9.548719043070657,8,3,17,27.9,48,82.17,7.69,620,4340,9948,28.0,5167940,521447,18.7722,18.4873,0.008057,0.284932,0.015178,150,6.721076342431437,23178840
2023-01-18,2023,1,2,2363.17821095466,599.9727740018704,172,278.6307353851744,215,93,13.613164376580624,8,2,30,27.2,61,88.28,8.13,576,6336,11819,27.9,6583572,634605,21.718,21.433,0.008557,0.284932,0.01312,150,8.59552908859916,29996622
2023-01-19,2023,1,3,1742.0885226878986,488.3626412305407,176,198.2030004798584,234,104,4.584936878570219,8,1,14,37.8,55,96.34,8.68,544,5440,8998,29.5,6243675,630594,17.7638,17.4789,0.008561,0.284932,0.01604,150,7.441484286237975,18670850
2023-01-20,2023,1,4,1880.2398371118484,500.1929949704292,159,213.60055507561327,192,181,10.478870857848746,8,4,12,18.7,44,106.51,8.74,613,6130,8223,20.8,7335279,871034,19.7907,19.5057,0.008669,0.284932,0.014397,150,13.685331858169798,18773109
2023-01-21,2023,1,5,1662.7391541500847,510.6107943262938,145,299.2834352938226,153,137,7.912090818112551,8,1,28,22.8,61,104.13,7.71,591,2127,14331,27.7,7000020,559182,16.9883,16.7034,0.006509,0.284932,0.016772,150,11.317549261190116,37403910
2023-01-22,2023,1,6,1352.294871164159,388.60144675343406,138,262.9492217648554,179,199,9.076072128646912,8,4,17,41.2,54,100.49,7.12,631,2650,18296,22.3,7140075,654010,16.2877,16.0028,0.005304,0.284932,0.017494,150,14.926317452575766,56187016
2023-01-23,2023,1,0,2209.1074671217925,604.8554606745192,175,297.097245879298,244,182,8.581901187710121,8,4,23,33.9,57,93.74,7.75,599,5391,10621,30.7,7325252,890909,21.5674,21.2825,0.007417,0.284932,0.013211,150,6.739095049952076,30885868
2023-01-24,2023,1,1,1687.8382662276986,470.29071748753495,151,189.08683798295652,208,110,7.487649223385247,8,5,0,29.6,53,87.16,8.62,546,6006,9352,20.8,5635875,576741,18.1075,17.8225,0.009076,0.284932,0.015736,150,14.586962544788678,18657240
2023-01-25,2023,1,2,1887.672572419392,502.4273252882654,189,251.07165379017903,239,89,7.005770128383578,8,4,17,24.4,48,104.42,6.74,639,7029,10285,25.8,9276696,862362,21.2089,20.924,0.007997,0.284932,0.013435,150,9.484809377526108,27275820
