date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2021-01-01,2021,1,4,9679.77528503428,2443.0598582432217,117,2149.902022654134,155,120,105.15825110808262,8.0,5,9,24.2,59,105.54,7.23,576,3456,12596,28.8,8570352,627139,14.7741,14.4891,0.005735,0.284932,0.019286,40,6.634413941778695,32447296
2021-01-02,2021,1,5,13788.24303198836,2813.825436680533,175,2097.911247345305,252,175,72.72337406019898,8.0,3,3,21.6,46,102.41,8.1,608,4864,9722,30.7,7017176,636868,21.8593,21.5743,0.008236,0.284932,0.013035,40,13.909843737614876,25802188
2021-01-03,2021,1,6,13422.570877798567,3004.42762190671,178,2076.46421406384,219,204,47.10739844653293,9.0,4,23,40.6,54,108.6,6.83,623,7476,12480,25.8,9452908,741338,19.4837,19.1988,0.007016,0.284932,0.014624,40,8.187410645382394,34656960
2021-01-04,2021,1,0,12532.898880064697,2954.4786173200537,147,1714.2522889521083,207,155,72.77859279353669,9.0,1,30,24.8,66,92.05,6.58,547,3829,12180,30.8,5257142,765362,20.2251,19.9401,0.009333,0.284932,0.014088,40,11.697818669806836,26394060
2021-01-05,2021,1,1,14031.147670017344,3093.574530676402,170,2283.3447840284266,244,145,85.19343439176812,8.0,5,15,27.3,61,85.09,8.62,577,4039,11665,20.4,9264501,576512,23.0631,22.7781,0.008118,0.284932,0.012354,40,9.50082906684351,33140265
2021-01-06,2021,1,2,13174.459923526889,2991.486222004078,178,1848.603236111151,215,116,54.736569575296535,10.0,4,15,22.2,47,88.62,7.72,617,6170,10325,22.6,7362387,554913,20.8237,20.5387,0.009342,0.284932,0.013683,40,6.925008676969604,23014425
2021-01-07,2021,1,3,9983.181633422091,2345.718094452307,127,1845.10901662422,182,116,76.51798829095739,11.0,2,8,36.8,54,80.79,6.61,573,3438,10932,20.4,7042729,704869,16.6614,16.3765,0.007123,0.284932,0.017101,40,13.990970919545118,25569948
2021-01-08,2021,1,4,8504.611034119582,1928.2272564187235,111,1364.6536596209787,135,64,26.788813179626604,7.0,2,8,36.3,45,107.9,7.83,621,2235,8406,28.2,4806300,542368,13.6958,13.4109,0.007908,0.284932,0.020804,40,7.154322796669542,14559192
2021-01-09,2021,1,5,11999.501600782776,3052.436791623872,155,1924.350071884781,226,92,73.03638886691414,7.0,4,3,38.2,43,94.53,9.06,551,3306,11917,31.1,8057376,804283,19.3226,19.0377,0.007971,0.284932,0.014746,40,14.90574902899742,28886808
2021-01-10,2021,1,6,13600.838174083738,3254.200937579773,157,2101.259990900568,205,89,94.52324003653032,10.0,4,8,30.9,55,91.33,7.63,632,4424,15163,31.8,5533936,706215,20.6687,20.3838,0.008228,0.284932,0.013786,40,11.821777969365453,38089456
2021-01-11,2021,1,0,12615.85071573014,3168.0508091508354,153,1939.5029998511704,193,92,63.6705530254172,9.0,3,19,20.7,58,104.18,9.44,645,6450,13649,28.2,6196608,747155,19.8595,19.5746,0.008358,0.284932,0.014347,40,10.865735771800855,32430024
2021-01-12,2021,1,1,12109.188456474394,2828.147018184717,152,1726.754813370285,198,94,82.1546375632305,8.0,0,26,22.3,52,97.3,7.6,642,5136,12425,24.8,6653064,821785,19.7608,19.4759,0.008625,0.284932,0.014419,40,11.802972075994935,28465675
2021-01-13,2021,1,2,12573.93119549002,2729.908228133382,144,1541.3047858129248,217,69,43.47707083874954,10.0,2,14,37.5,52,96.32,7.16,573,4011,7621,29.2,5716896,734980,17.3823,17.0974,0.009614,0.284932,0.016392,40,9.066543249540064,13778768
2021-01-14,2021,1,3,10003.31061893071,2464.109034103272,141,2100.373238794973,190,175,48.52614336838597,7.0,4,6,19.7,43,105.6,8.67,563,2702,11159,29.6,7715687,606025,15.7588,15.4739,0.006068,0.284932,0.018081,40,14.945430525656398,28979923
2021-01-15,2021,1,4,10070.73554531134,2577.680029373571,132,2354.668934139517,198,208,63.75014816483248,10.0,2,5,33.1,59,86.52,7.69,574,2410,14578,29.7,9619659,585240,15.6206,15.3356,0.005422,0.284932,0.018241,40,8.33131606831003,41999218
2021-01-16,2021,1,5,13832.860392788936,3275.1133542462458,177,2176.399795811208,223,186,71.26548264429636,6.0,5,13,27.3,49,87.59,8.04,650,7800,10701,28.7,6862950,842971,21.1386,20.8537,0.007777,0.284932,0.013479,40,5.713573240983356,29085318
