date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2025-01-01,2025,1,2,12561.887547906512,3521.744360655546,117,3099.148511935628,155,120,151.58878590989482,23.0,5,9,24.2,59,105.54,7.23,576,3456,12596,28.8,8570352,627139,14.7741,14.4891,0.005735,0.284932,0.019286,40,6.634413941778695,32447296
2025-01-02,2025,1,3,18662.716684101208,4230.553374549141,175,3154.184830112095,252,175,109.3387356331246,23.0,3,3,21.6,46,102.41,8.1,608,4864,9722,30.7,7017176,636868,21.8593,21.5743,0.008236,0.284932,0.013035,40,13.909843737614876,25802188
2025-01-03,2025,1,4,17519.525610760982,4355.945891106936,178,3010.545401503712,219,204,68.29829322820808,26.0,4,23,40.6,54,108.6,6.83,623,7476,12480,25.8,9452908,741338,19.4837,19.1988,0.007016,0.284932,0.014624,40,8.187410645382394,34656960
2025-01-04,2025,1,5,15260.268920548586,3996.001075042184,147,2318.5661082088936,207,155,98.434740173151,27.0,1,30,24.8,66,92.05,6.58,547,3829,12180,30.8,5257142,765362,20.2251,19.9401,0.009333,0.284932,0.014088,40,11.697818669806836,26394060
2025-01-05,2025,1,6,18144.701244853703,4443.767250367413,170,3279.9121766574144,244,145,122.37616709809431,24.0,5,15,27.3,61,85.09,8.62,577,4039,11665,20.4,9264501,576512,23.0631,22.7781,0.008118,0.284932,0.012354,40,9.50082906684351,33140265
2025-01-06,2025,1,0,16787.574362655152,4234.247400760224,178,2616.573457689792,215,116,77.47593010656179,23.0,4,15,22.2,47,88.62,7.72,617,6170,10325,22.6,7362387,554913,20.8237,20.5387,0.009342,0.284932,0.013683,40,6.925008676969604,23014425
2025-01-07,2025,1,1,12877.188704423366,3360.94959348993,127,2643.6759020762465,182,116,109.63512719170411,26.0,2,8,36.8,54,80.79,6.61,573,3438,10932,20.4,7042729,704869,16.6614,16.3765,0.007123,0.284932,0.017101,40,13.990970919545118,25569948
2025-01-08,2025,1,2,11268.344586885158,2837.9057970703225,111,2008.4554446266056,135,64,39.42695445571858,25.0,2,8,36.3,45,107.9,7.83,621,2235,8406,28.2,4806300,542368,13.6958,13.4109,0.007908,0.284932,0.020804,40,7.154322796669542,14559192
2025-01-09,2025,1,3,16239.008534226854,4588.566979641594,155,2892.773806603196,226,92,109.7917451351048,28.0,4,3,38.2,43,94.53,9.06,551,3306,11917,31.1,8057376,804283,19.3226,19.0377,0.007971,0.284932,0.014746,40,14.90574902899742,28886808
2025-01-10,2025,1,4,16951.110936465462,4505.167605004786,157,2909.017796466612,205,89,130.85947890156336,28.0,4,8,30.9,55,91.33,7.63,632,4424,15163,31.8,5533936,706215,20.6687,20.3838,0.008228,0.284932,0.013786,40,11.821777969365453,38089456
2025-01-11,2025,1,5,17181.623347050467,4792.629813635878,153,2934.081699028829,193,92,96.320863857007,23.0,3,19,20.7,58,104.18,9.44,645,6450,13649,28.2,6196608,747155,19.8595,19.5746,0.008358,0.284932,0.014347,40,10.865735771800855,32430024
2025-01-12,2025,1,6,16403.069566243983,4255.456588857752,152,2598.21363622564,198,94,123.61644973749227,28.0,0,26,22.3,52,97.3,7.6,642,5136,12425,24.8,6653064,821785,19.7608,19.4759,0.008625,0.284932,0.014419,40,11.802972075994935,28465675
2025-01-13,2025,1,0,13403.11458786094,3232.338182470424,144,1824.976480405002,217,69,51.47887195832694,28.0,2,14,37.5,52,96.32,7.16,573,4011,7621,29.2,5716896,734980,17.3823,17.0974,0.009614,0.284932,0.016392,40,9.066543249540064,13778768
2025-01-14,2025,1,1,12527.443958085252,3427.7783301641653,141,2921.791922985334,190,175,67.50385651872163,26.0,4,6,19.7,43,105.6,8.67,563,2702,11159,29.6,7715687,606025,15.7588,15.4739,0.006068,0.284932,0.018081,40,14.945430525656398,28979923
2025-01-15,2025,1,2,12044.54938192713,3424.4629011215598,132,3128.1913649087824,198,208,84.69244236823499,27.0,2,5,33.1,59,86.52,7.69,574,2410,14578,29.7,9619659,585240,15.6206,15.3356,0.005422,0.284932,0.018241,40,8.33131606831003,41999218
2025-01-16,2025,1,3,18309.07504837333,4815.205659340767,177,3199.832030299332,223,186,104.77742851237691,23.0,5,13,27.3,49,87.59,8.04,650,7800,10701,28.7,6862950,842971,21.1386,20.8537,0.007777,0.284932,0.013479,40,5.713573240983356,29085318
2025-01-17,2025,1,4,14294.822332142809,3749.935567401434,159,2463.800160744141,195,97,83.5365719737284,25.0,3,17,27.9,48,82.17,7.69,620,4340,9948,28.0,5167940,521447,18.7722,18.4873,0.008057,0.284932,0.015178,40,6.721076342431437,23178840
2025-01-18,2025,1,5,18426.441638411885,4556.124302696925,172,2978.679797181606,215,93,145.5304550238452,25.0,2,30,27.2,61,88.28,8.13,576,6336,11819,27.9,6583572,634605,21.718,21.433,0.008557,0.284932,0.01312,40,8.59552908859916,29996622
2025-01-19,2025,1,6,15596.226530887729,4258.050107460568,176,2432.816407651532,234,104,56.27719882760169,29.0,1,14,37.8,55,96.34,8.68,544,5440,8998,29.5,6243675,630594,17.7638,17.4789,0.008561,0.284932,0.01604,40,7.441484286237975,18670850
2025-01-20,2025,1,0,17369.206998840382,4500.112439162344,159,2705.321688801018,192,181,132.71836581065003,24.0,4,12,18.7,44,106.51,8.74,613,6130,8223,20.8,7335279,871034,19.7907,19.5057,0.008669,0.284932,0.014397,40,13.685331858169798,18773109
2025-01-21,2025,1,1,11788.152718112702,3525.5805399566216,145,2909.069563782324,153,137,76.90643674367064,25.0,1,28,22.8,61,104.13,7.71,591,2127,14331,27.7,7000020,559182,16.9883,16.7034,0.006509,0.284932,0.016772,40,11.317549261190116,37403910
2025-01-22,2025,1,2,14303.49096561574,4003.078227461888,138,3813.224118780191,179,199,131.61893734636934,28.0,4,17,41.2,54,100.49,7.12,631,2650,18296,22.3,7140075,654010,16.2877,16.0028,0.005304,0.284932,0.017494,40,14.926317452575766,56187016
2025-01-23,2025,1,3,18526.59737440948,4940.255888079546,175,3416.073780352662,244,182,98.67613395791734,25.0,4,23,33.9,57,93.74,7.75,599,5391,10621,30.7,7325252,890909,21.5674,21.2825,0.007417,0.284932,0.013211,40,6.739095049952076,30885868
2025-01-24,2025,1,4,14649.103505446006,3975.2609668492864,151,2250.0455728678303,208,110,89.09954900078125,24.0,5,0,29.6,53,87.16,8.62,546,6006,9352,20.8,5635875,576741,18.1075,17.8225,0.009076,0.284932,0.015736,40,14.586962544788678,18657240
2025-01-25,2025,1,5,16789.856740746764,4352.23758296006,189,3061.736450212233,239,89,85.43306836942129,27.0,4,17,24.4,48,104.42,6.74,639,7029,10285,25.8,9276696,862362,21.2089,20.924,0.007997,0.284932,0.013435,40,9.484809377526108,27275820
2025-01-26,2025,1,6,16194.418834786187,4130.216409169214,196,3055.433051274143,260,160,141.2854676021577,23.0,1,11,29.5,56,94.39,7.64,633,5697,16832,30.2,8397012,820810,22.4311,22.1462,0.007918,0.284932,0.012703,40,10.06156361208538,47685056
2025-01-27,2025,1,0,19049.999289187428,4996.028772909183,199,3690.3074417425255,220,132,172.82114151151384,29.0,2,29,38.9,48,107.39,6.56,663,7956,20175,29.3,7530253,887231,25.0006,24.7157,0.007805,0.284932,0.011397,40,7.738851045370978,64620525
2025-01-28,2025,1,1,12329.20050649604,3352.3293831530927,140,2943.847663835758,171,201,140.5641547561329,24.0,4,21,26.2,45,91.81,7.26,601,3245,14974,23.2,8786736,697706,15.5659,15.281,0.006043,0.284932,0.018305,40,7.721210669280815,38573024
2025-01-29,2025,1,2,11598.909480131566,3000.2531328361056,126,2597.562628428122,164,119,75.1267017862647,29.0,2,1,19.3,48,96.53,8.42,641,3461,9233,28.6,5990250,704615,14.8454,14.5605,0.006505,0.284932,0.019193,40,8.950945304187941,21069706
2025-01-30,2025,1,3,17169.389126970204,4432.246867421753,202,3147.861539266697,263,137,104.52101190076635,29.0,0,23,27.0,62,99.65,8.93,606,7272,15384,27.9,7688996,766109,21.5322,21.2472,0.007606,0.284932,0.013233,40,13.807208275754355,43552104
2025-01-31,2025,1,4,16624.94859558777,4734.1416193478935,196,3222.55505687776,253,202,77.08360900064616,29.0,2,14,19.5,62,98.03,7.2,572,3432,13462,26.0,6778420,889786,21.5249,21.2399,0.007685,0.284932,0.013237,40,7.847023095585962,37707062
2025-02-01,2025,2,5,19787.514025412005,5356.089521696993,209,3604.286860766883,269,162,167.17905322402342,28.0,1,14,33.8,56,89.42,8.98,627,6270,16364,27.1,8222361,809787,23.5729,23.2879,0.007646,0.284932,0.012087,40,8.753860210543921,50450212
2025-02-02,2025,2,6,18394.41139892272,5100.293267036209,182,3994.939929295853,232,119,90.95516692956258,26.0,5,8,35.9,58,81.98,7.07,573,6876,16920,26.9,11248532,574998,23.8926,23.6077,0.007065,0.284932,0.011925,40,11.13310333563116,57223440
2025-02-03,2025,2,0,16387.853382523772,4843.00311446341,195,3127.8980755167518,233,199,112.85617818993217,26.0,5,28,23.7,47,82.78,8.15,647,7117,10822,21.4,7248649,570854,19.5616,19.2767,0.007429,0.284932,0.014566,40,11.93721501549128,28494326
2025-02-04,2025,2,1,11705.573476090463,3256.119883543202,126,2228.5231142120774,143,75,90.15061141634618,28.0,0,4,19.0,54,103.91,8.2,578,2080,9087,28.8,4503366,621640,14.5044,14.2195,0.007823,0.284932,0.019645,40,7.134294917638313,16847298
2025-02-05,2025,2,2,13587.686642352804,3159.684660913069,121,3007.020541132496,175,159,141.48042874633848,24.0,4,10,38.8,54,96.56,8.43,559,4024,15110,24.0,8952554,753436,15.7788,15.4939,0.005892,0.284932,0.018058,40,14.76037476589003,40464580
