date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2025-01-01,2025,1,2,1726.5276564098203,501.3704526382747,117,313.40976145895206,155,120,15.32982528875309,12,5,9,24.2,59,105.54,7.23,576,3456,12596,28.8,8570352,627139,14.7741,14.4891,0.005735,0.284932,0.019286,150,6.634413941778695,32447296
2025-01-02,2025,1,3,2221.665309478843,521.6548136715869,175,276.27551793670017,252,175,9.576996100292543,12,3,3,21.6,46,102.41,8.1,608,4864,9722,30.7,7017176,636868,21.8593,21.5743,0.008236,0.284932,0.013035,150,13.909843737614876,25802188
2025-01-03,2025,1,4,2550.819508069767,656.9345963266888,178,322.5180765319617,219,204,7.316758668171981,12,4,23,40.6,54,108.6,6.83,623,7476,12480,25.8,9452908,741338,19.4837,19.1988,0.007016,0.284932,0.014624,150,8.187410645382394,34656960
2025-01-04,2025,1,5,1950.9549111989395,529.1671938945777,147,218.1001786274512,207,155,9.259444593320492,12,1,30,24.8,66,92.05,6.58,547,3829,12180,30.8,5257142,765362,20.2251,19.9401,0.009333,0.284932,0.014088,150,11.697818669806836,26394060
2025-01-05,2025,1,6,1992.6588975557108,505.494826160693,170,265.03110574082643,244,145,9.888524184627808,12,5,15,27.3,61,85.09,8.62,577,4039,11665,20.4,9264501,576512,23.0631,22.7781,0.008118,0.284932,0.012354,150,9.50082906684351,33140265
2025-01-06,2025,1,0,2430.835729614163,635.0766736162623,178,278.7738839856336,215,116,8.2544084087267,12,4,15,22.2,47,88.62,7.72,617,6170,10325,22.6,7362387,554913,20.8237,20.5387,0.009342,0.284932,0.013683,150,6.925008676969604,23014425
2025-01-07,2025,1,1,1835.288316049955,496.16658061601225,127,277.2317360966168,182,116,11.496998033934087,12,2,8,36.8,54,80.79,6.61,573,3438,10932,20.4,7042729,704869,16.6614,16.3765,0.007123,0.284932,0.017101,150,13.990970919545118,25569948
2025-01-08,2025,1,2,1725.3283463203693,450.0822475518438,111,226.2691433762317,135,64,4.441773022397158,12,2,8,36.3,45,107.9,7.83,621,2235,8406,28.2,4806300,542368,13.6958,13.4109,0.007908,0.284932,0.020804,150,7.154322796669542,14559192
2025-01-09,2025,1,3,2343.137869104755,685.8003122551164,155,307.1173147060056,226,92,11.656267719864898,12,4,3,38.2,43,94.53,9.06,551,3306,11917,31.1,8057376,804283,19.3226,19.0377,0.007971,0.284932,0.014746,150,14.90574902899742,28886808
2025-01-10,2025,1,4,2398.010866779282,660.1554352613995,157,302.7965003015777,205,89,13.621020913247722,12,4,8,30.9,55,91.33,7.63,632,4424,15163,31.8,5533936,706215,20.6687,20.3838,0.008228,0.284932,0.013786,150,11.821777969365453,38089456
2025-01-11,2025,1,5,2018.37127328,583.1671032317955,153,253.60660320644743,193,92,8.325469297181355,12,3,19,20.7,58,104.18,9.44,645,6450,13649,28.2,6196608,747155,19.8595,19.5746,0.008358,0.284932,0.014347,150,10.865735771800855,32430024
2025-01-12,2025,1,6,2264.9626002716204,608.6453984801979,152,263.97467186349513,198,94,12.559248901405924,12,0,26,22.3,52,97.3,7.6,642,5136,12425,24.8,6653064,821785,19.7608,19.4759,0.008625,0.284932,0.014419,150,11.802972075994935,28465675
2025-01-13,2025,1,0,2347.640780397835,586.4418793607915,144,235.19857097510257,217,69,6.634472964452562,12,2,14,37.5,52,96.32,7.16,573,4011,7621,29.2,5716896,734980,17.3823,17.0974,0.009614,0.284932,0.016392,150,9.066543249540064,13778768
2025-01-14,2025,1,1,1837.399436368103,520.758190383223,141,315.31300748996995,190,175,7.284859626260377,12,4,6,19.7,43,105.6,8.67,563,2702,11159,29.6,7715687,606025,15.7588,15.4739,0.006068,0.284932,0.018081,150,14.945430525656398,28979923
2025-01-15,2025,1,2,1683.4074581325578,495.7622179053431,132,321.69439622182784,198,208,8.709532421139386,12,2,5,33.1,59,86.52,7.69,574,2410,14578,29.7,9619659,585240,15.6206,15.3356,0.005422,0.284932,0.018241,150,8.33131606831003,41999218
2025-01-16,2025,1,3,2411.4147066468904,656.9050660764198,177,310.0874390357174,223,186,10.1537093723984,12,5,13,27.3,49,87.59,8.04,650,7800,10701,28.7,6862950,842971,21.1386,20.8537,0.007777,0.284932,0.013479,150,5.713573240983356,29085318
2025-01-17,2025,1,4,2212.4843949464,601.1841608625017,159,280.5811080572534,195,97,9.513265037134342,12,3,17,27.9,48,82.17,7.69,620,4340,9948,28.0,5167940,521447,18.7722,18.4873,0.008057,0.284932,0.015178,150,6.721076342431437,23178840
2025-01-18,2025,1,5,2267.497497041631,580.7419180721602,172,269.69981758028604,215,93,13.17682323875314,12,2,30,27.2,61,88.28,8.13,576,6336,11819,27.9,6583572,634605,21.718,21.433,0.008557,0.284932,0.01312,150,8.59552908859916,29996622
2025-01-19,2025,1,6,1683.9449479873329,476.21315970235446,176,193.27210796299127,234,104,4.470872858902931,12,1,14,37.8,55,96.34,8.68,544,5440,8998,29.5,6243675,630594,17.7638,17.4789,0.008561,0.284932,0.01604,150,7.441484286237975,18670850
2025-01-20,2025,1,0,2226.113515199236,597.4106363714233,159,255.11601485853544,192,181,12.515546940059558,12,4,12,18.7,44,106.51,8.74,613,6130,8223,20.8,7335279,871034,19.7907,19.5057,0.008669,0.284932,0.014397,150,13.685331858169798,18773109
2025-01-21,2025,1,1,1587.8230380632483,491.89142953950113,145,288.31148589094823,153,137,7.62202778792162,12,1,28,22.8,61,104.13,7.71,591,2127,14331,27.7,7000020,559182,16.9883,16.7034,0.006509,0.284932,0.016772,150,11.317549261190116,37403910
2025-01-22,2025,1,2,1904.7601323477384,552.1722711987308,138,373.6302842021157,179,199,12.896388839278496,12,4,17,41.2,54,100.49,7.12,631,2650,18296,22.3,7140075,654010,16.2877,16.0028,0.005304,0.284932,0.017494,150,14.926317452575766,56187016
2025-01-23,2025,1,3,2130.092091481797,588.3482025997582,175,288.9890923948917,244,182,8.347690426812552,12,4,23,33.9,57,93.74,7.75,599,5391,10621,30.7,7325252,890909,21.5674,21.2825,0.007417,0.284932,0.013211,150,6.739095049952076,30885868
