date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2022-01-01,2022,1,5,11931.05777790706,3060.3532915426777,117,2693.1226057862773,155,120,131.7288231091114,13.5,5,9,24.2,59,105.54,7.23,576,3456,12596,28.8,8570352,627139,14.7741,14.4891,0.005735,0.284932,0.019286,40,6.634413941778695,32447296
2022-01-02,2022,1,6,19065.739208650783,3954.2639311252137,175,2948.1909815506774,252,175,102.19802950364068,10.5,3,3,21.6,46,102.41,8.1,608,4864,9722,30.7,7017176,636868,21.8593,21.5743,0.008236,0.284932,0.013035,40,13.909843737614876,25802188
2022-01-03,2022,1,0,19028.18168162469,4328.5965915534725,178,2991.643351280103,219,204,67.86947465993752,12.5,4,23,40.6,54,108.6,6.83,623,7476,12480,25.8,9452908,741338,19.4837,19.1988,0.007016,0.284932,0.014624,40,8.187410645382394,34656960
2022-01-04,2022,1,1,17905.135959925934,4289.737547037257,147,2488.9983518252043,207,155,105.67044225561548,12.5,1,30,24.8,66,92.05,6.58,547,3829,12180,30.8,5257142,765362,20.2251,19.9401,0.009333,0.284932,0.014088,40,11.697818669806836,26394060
2022-01-05,2022,1,2,19931.642991800592,4466.1599358469575,170,3296.4400543869115,244,145,122.9928355385472,13.5,5,15,27.3,61,85.09,8.62,577,4039,11665,20.4,9264501,576512,23.0631,22.7781,0.008118,0.284932,0.012354,40,9.50082906684351,33140265
2022-01-06,2022,1,3,15480.925160594265,3572.5217449901834,178,2207.6569199245696,215,116,65.36803800584191,13.5,4,15,22.2,47,88.62,7.72,617,6170,10325,22.6,7362387,554913,20.8237,20.5387,0.009342,0.284932,0.013683,40,6.925008676969604,23014425
2022-01-07,2022,1,4,13867.715957737577,3311.5824053028687,127,2604.844362913566,182,116,108.02475553767248,10.5,2,8,36.8,54,80.79,6.61,573,3438,10932,20.4,7042729,704869,16.6614,16.3765,0.007123,0.284932,0.017101,40,13.990970919545118,25569948
2022-01-08,2022,1,5,11038.703349795524,2543.581208975238,111,1800.1547244063252,135,64,35.3379102943505,10.5,2,8,36.3,45,107.9,7.83,621,2235,8406,28.2,4806300,542368,13.6958,13.4109,0.007908,0.284932,0.020804,40,7.154322796669542,14559192
2022-01-09,2022,1,6,17000.801416541854,4395.179834989713,155,2770.8566004112004,226,92,105.16452443804886,11.5,4,3,38.2,43,94.53,9.06,551,3306,11917,31.1,8057376,804283,19.3226,19.0377,0.007971,0.284932,0.014746,40,14.90574902899742,28886808
2022-01-10,2022,1,0,17055.448609063205,4147.301637709978,157,2677.9412730418567,205,89,120.46471490992428,13.5,4,8,30.9,55,91.33,7.63,632,4424,15163,31.8,5533936,706215,20.6687,20.3838,0.008228,0.284932,0.013786,40,11.821777969365453,38089456
