date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2024-01-01,2024,1,0,1586.5932520034053,433.2817008349164,117,270.84706286266226,155,120,13.247954161760653,10,5,9,24.2,59,105.54,7.23,576,3456,12596,28.8,8570352,627139,14.7741,14.4891,0.005735,0.284932,0.019286,150,6.634413941778695,32447296
2024-01-02,2024,1,1,2352.7639897725608,519.5202713586518,175,275.1450351584176,252,175,9.537808302401814,10,3,3,21.6,46,102.41,8.1,608,4864,9722,30.7,7017176,636868,21.8593,21.5743,0.008236,0.284932,0.013035,150,13.909843737614876,25802188
2024-01-03,2024,1,2,2457.351965860708,595.1539455289223,178,292.1872387688068,219,204,6.628662600804764,10,4,23,40.6,54,108.6,6.83,623,7476,12480,25.8,9452908,741338,19.4837,19.1988,0.007016,0.284932,0.014624,150,8.187410645382394,34656960
2024-01-04,2024,1,3,2002.514892579568,510.78834861474166,147,210.5252014090088,207,155,8.937848883077438,10,1,30,24.8,66,92.05,6.58,547,3829,12180,30.8,5257142,765362,20.2251,19.9401,0.009333,0.284932,0.014088,150,11.697818669806836,26394060
2024-01-05,2024,1,4,2019.4018413376775,481.7547974474981,170,252.58420077848584,244,145,9.42412012760278,10,5,15,27.3,61,85.09,8.62,577,4039,11665,20.4,9264501,576512,23.0631,22.7781,0.008118,0.284932,0.012354,150,9.50082906684351,33140265
2024-01-06,2024,1,5,2179.410178881497,535.4625146874032,178,235.04715438236715,215,116,6.959673481039134,10,4,15,22.2,47,88.62,7.72,617,6170,10325,22.6,7362387,554913,20.8237,20.5387,0.009342,0.284932,0.013683,150,6.925008676969604,23014425
2024-01-07,2024,1,6,1486.2356099506608,377.8595647693878,127,211.12801070090612,182,116,8.755629345014064,10,2,8,36.8,54,80.79,6.61,573,3438,10932,20.4,7042729,704869,16.6614,16.3765,0.007123,0.284932,0.017101,150,13.990970919545118,25569948
2024-01-08,2024,1,0,1416.5407669755198,347.5111564963348,111,174.70373942054215,135,64,3.429519134121497,10,2,8,36.3,45,107.9,7.83,621,2235,8406,28.2,4806300,542368,13.6958,13.4109,0.007908,0.284932,0.020804,150,7.154322796669542,14559192
2024-01-09,2024,1,1,2012.3909645008112,553.9004810457463,155,248.04950553865143,226,92,9.414420177209545,10,4,3,38.2,43,94.53,9.06,551,3306,11917,31.1,8057376,804283,19.3226,19.0377,0.007971,0.284932,0.014746,150,14.90574902899742,28886808
2024-01-10,2024,1,2,2056.969875788736,532.5281085124565,157,244.2570930374026,205,89,10.98767974252647,10,4,8,30.9,55,91.33,7.63,632,4424,15163,31.8,5533936,706215,20.6687,20.3838,0.008228,0.284932,0.013786,150,11.821777969365453,38089456
